cast,number_of_title,vote_average
Yu Aoi,1,6.1
Yu Rong-Guang,1,6.4
Yuan Quan,1,6.8
Yuen Wah,1,5.3
Yuko Takeuchi,1,4.5
Yure Covich,1,5.7
Yuri Lowenthal,2,5.8
Yuri Pleskun,1,6.5
Yusuf Aulia,1,3.4
Yvon Back,1,5.9
Yvonne Strahovski,2,6.3
YÃ»ko Nakamura,1,6.3
Zac Efron,6,6.083333333333333
Zach Braff,2,6.5
Zach Cregger,1,5.8
Zach Galifianakis,8,6.1875
Zach Gilford,3,6.166666666666667
Zachary Gordon,2,5.949999999999999
Zachary Gray,1,5.4
Zachary Knighton,1,7.0
Zachary Levi,2,6.199999999999999
Zachary Quinto,3,5.633333333333333
Zachary Soetenga,1,6.9
Zachary Stuart-Pontier,1,7.6
Zack Andrews,1,6.1
Zack Pearlman,1,5.7
Zack Shada,1,4.4
Zahary Baharov,1,6.0
Zarina Wahab,1,5.8
Zayn Malik,1,5.8
Zeb Moore,1,6.0
Zen McGrath,1,7.7
Zena Grey,1,6.1
Zendaya,1,3.8
Zhang Jingchu,2,5.300000000000001
Zhang Ziyi,1,6.8
Zhou Dong-Yu,1,5.2
Ziauddin Yousafzai,1,5.8
Zita TÃ©by,1,6.7
Zlatko BuriÄ‡,1,7.3
Zoe Boyle,1,6.6
Zoe Cooper,1,5.8
Zoe Kazan,7,6.171428571428572
Zoe Levin,1,5.8
Zoe Naylor,1,6.6
Zoe Saldana,8,6.3625
Zoe Sloane,1,6.5
Zoe Ventoura,1,6.2
Zoey Deutch,1,5.5
Zohar Strauss,1,3.4
Zooey Deschanel,3,6.2
Zosia Mamet,1,4.5
ZoÃ© De Grand Maison,1,6.6
ZoÃ« Belkin,1,5.5
ZoÃ« Bell,2,5.45
ZoÃ« Borde,1,6.9
ZoÃ« Kravitz,4,5.6
Zulay Henao,2,6.65
Zuleikha Robinson,1,6.3
ÃdÃ¡m Varga,1,5.0
Ã“lafur Darri Ã“lafsson,1,4.5
Ã“scar Jaenada,2,5.4
Ã‰milie Dequenne,1,5.3
Ã€lex Monner,1,6.6
